COUNTYGEOID,C01,C02,C03,C04
02013,0.15963667227199987,-0.055010675079173656,-0.08611529238327467,-0.10052607912738847
02016,-0.8496129523761605,0.022021726041818058,0.02501019317657984,0.018702786849578525
02020,0.13274019531822118,-0.0016962343963057632,-0.07464645365188553,-0.09373593921370081
02050,0.14332456035793417,-0.05845956708470167,-0.11446260015405255,-0.11512878404615517
02060,-0.8400785947988734,0.020652113531837282,0.023370294784821704,0.01649463197295737
02068,0.17515551065477983,0.24918497158495576,-0.014123294152610277,-0.04724198173645259
02070,-0.8496129523761466,0.02202172604181846,0.02501019317658021,0.018702786849577553
02090,0.13569160771325736,0.015992606182785644,-0.07067513757870082,-0.09094490172712309
02100,-0.8496129523761469,0.022021726041817357,0.02501019317658021,0.018702786849571395
02105,0.2724383840222998,-0.0738633841949182,-0.11892779197998483,-0.1497230772599104
02110,0.15005398339976822,-0.06071512804472242,-0.11262092189097225,-0.12427678894732488
02122,0.152025035206511,-0.061380623021057734,-0.11803773693530736,-0.12276025046255797
02130,0.13873517657231926,-0.053534643061732216,-0.15293333707973109,-0.0020057247262687205
02150,0.27208374940985913,-0.07263206829428777,-0.11655253679091063,-0.14578051039185344
02158,-0.8496129523761469,0.022021726041817704,0.025010193176579293,0.018702786849580186
02164,-0.8496129523761466,0.02202172604181769,0.025010193176579272,0.018702786849580176
02170,-0.8496129523761466,0.022021726041817697,0.025010193176579282,0.01870278684958017
02180,-0.8496129523761469,0.022021726041817704,0.025010193176579303,0.018702786849580204
02185,-0.8496129523761469,0.022021726041817704,0.025010193176579296,0.018702786849580197
02188,0.12349044129834015,-0.04498767918859072,-0.07698894429707015,-0.08883227568690248
02195,-0.8496129523761469,0.02202172604181772,0.025010193176579317,0.018702786849580225
02198,-0.8496129523761469,0.022021726041817725,0.025010193176579314,0.01870278684958022
02220,0.1399608806303438,-0.05431053079059191,-0.15424100731128593,-0.0032384417846063915
02230,-0.849612952376147,0.022021726041817714,0.02501019317657932,0.018702786849580193
02240,-0.849612952376147,0.022021726041817707,0.025010193176579314,0.0187027868495802
02261,0.1433666358442442,-0.05848320553793576,-0.11451141009861697,-0.1152011582421654
02275,-0.849612952376147,0.022021726041817704,0.025010193176579317,0.018702786849580207
02282,-0.849612952376147,0.02202172604181769,0.025010193176579303,0.018702786849580183
02290,0.11975872529202715,-0.04895559113742331,-0.07823041391553281,-0.0919887902433618
01001,0.21287200837846776,-0.004852210800449583,-0.45964182667704045,0.33328741165749326
01003,0.1470731954370577,-0.07226643141909998,-0.07444708019443017,-0.10820276973358829
01005,0.27360559375300286,0.6744913063489678,0.2307538688300017,-0.060695863141832895
01007,0.12487567322528344,-0.05326789405878865,-0.08410062447477021,-0.09743610072101322
01009,0.12748677318927995,-0.05494416181444209,-0.09110806875722195,-0.09629221772204094
01011,0.15041765357849066,-0.05435448326562438,-0.08519241315756589,-0.0995752865950071
01013,0.13559914778022725,-0.059402480445543464,-0.0545133891377483,-0.09644007013611353
01015,0.24696250000568307,-0.3576091846120739,0.5248259277455184,0.4025792522973185
01017,0.16470616533607463,-0.10461421034954677,-0.16640992920625677,-0.052009017932334915
01019,0.2599934386944821,0.8417644075263478,0.1863084813634691,0.06647941946501676
01021,0.12575559529042202,-0.05351031987248605,-0.0849366844580791,-0.09806485068775465
01023,0.17649691891718042,-0.08527382810717724,-0.37010130258851504,0.20473524661659379
01025,0.19459423386555677,-0.09906782495390525,-0.496908506833244,0.3604770894481086
