COUNTYGEOID,C01,C02,C03,C04
05055,-721463.7669212937,-218700.40936422162,-234243.9275641143,-173241.15047701262
05057,-719165.8372967821,-219045.08022955648,-233591.87246859403,-172419.30343236122
05059,-721539.9871223505,-214197.49649152256,-233384.5863834683,-166614.1374117733
05061,-721465.9495154835,-218788.1341715683,-232792.26501284944,-173376.31823464512
05063,-709039.3870854622,-193689.78563872314,-134684.98858625462,-139507.97188489657
05065,-721456.6034868585,-219231.94589429238,-234326.90603575122,-173366.41910294862
05067,-721492.7930727894,-219341.21698347953,-234735.73485749934,-173258.7591597222
05069,-707617.1563321921,-191673.48402400874,-201636.25922989426,-136146.71488625882
05071,-721595.8150338455,-217160.3601557119,-232820.75863282723,-168030.58519976772
05073,-721457.4159410801,-219007.79587238544,-234328.98991247357,-173364.46089563
05075,-721457.2572604319,-219231.94742434015,-234326.90719020696,-173366.41944723137
05077,-721457.274442546,-219231.94730438024,-234326.90639332053,-173366.4188248917
05079,-721457.274442597,-219231.94730437532,-234326.90639351218,-173366.41882735252
05081,-719209.2524380881,-215330.74125550946,-214358.15998693986,-160207.0718680816
05083,-721457.4499635096,-219212.14446675056,-234316.48130379023,-173357.1134218199
05085,-721461.8567030993,-219122.01591454685,-234089.39708430608,-173287.9411139271
05087,-721457.0218588832,-219231.90358310158,-234321.15850929604,-173363.7375557824
05089,-721459.9861321833,-219192.20856608392,-232929.8060392742,-173063.01122623537
05091,-721447.8026508653,-218753.57144776243,-233812.31331714254,-173176.91318075158
05093,-722116.4827228978,-197185.00135559854,1125088.8399165352,17422956.311785907
05095,-721457.2744426117,-219231.94730436345,-234326.90639347638,-173366.4188273393
05097,-721457.2744425966,-219231.94730438336,-234326.90639351224,-173366.41882735264
05099,-721457.4584342181,-219227.08119776004,-234332.57084430047,-173365.18973904554
05101,-721457.2744424541,-219231.94730437902,-234326.90639350735,-173366.4188273528
05103,-721448.6356265409,-218737.66554142121,-230476.58657024085,-173061.0475517819
05105,-721457.2744425978,-219231.94730437355,-234326.90639351401,-173366.41882735243
05107,-721457.4440877445,-219230.81322987893,-234317.48337736598,-173151.7627754935
05109,-721306.9446654761,-219231.9049928161,-234326.96798225038,-173366.39632446764
05111,-721456.9312803721,-219231.7537615946,-234319.4146515557,-173364.86735437773
05113,-721454.4700002383,-219228.97970126124,-234261.08273597207,-173356.81236314145
05115,-721457.9262117994,-219178.46316055013,-234273.07376737345,-173358.91703813412
05117,-721457.2744209366,-219231.94730257482,-234326.90638577144,-173366.418802471
05119,-721463.9425396797,-215592.3633597831,-228305.5156569155,-172596.25100180885
05121,-721462.1465126063,-219200.63676218348,-234258.69020127444,-173263.93634012147
05123,-721464.2985655232,-218892.56374370534,-233919.87255854552,-173280.23890214632
05125,-723430.0413676392,2855556.476690712,-262628.17898079107,-143673.03980752782
05127,-721457.2986112112,-219229.16821508398,-234325.46894916843,-173365.10559191223
05129,-721457.271174203,-219231.94734235277,-234326.90656173098,-173366.41899232854
05131,-721834.7166700128,-175173.39166834028,-189562.58261494988,-135968.717219014
05133,-721457.2923972451,-219229.69255457778,-234314.68683700796,-173366.3104407006
05135,-721457.274442615,-219231.9473043768,-234326.90639351297,-173366.4188273524
05137,-721457.2744417501,-219231.9473043843,-234326.90639356975,-173366.4188274084
05139,-713523.3367363696,-197488.22747234942,127104.82484271834,2745943.523841052
05141,-721457.2744658523,-219231.9473271374,-234326.90629744157,-173366.41862644127
05143,-721487.1096662802,-219013.1012319533,-233070.53095100663,-172835.5788754224
05145,-721451.9955798171,-219202.91434432645,-234177.60684267138,-173284.51232990655
05147,-721471.1880429192,-219284.40012632147,-234590.8530196209,-173325.49591284292
05149,-721458.132649097,-219148.46414194437,-234286.22957591395,-173327.1032881286
60010,-721458.1643381538,-218984.64673317372,-233964.15743642958,-173328.44947170926
60020,-721457.2744425295,-219231.9473044022,-234326.90639350438,-173366.4188273527
60030,-721457.2744425882,-219231.94730435844,-234326.90639351297,-173366.4188273524
60040,-721457.2744425987,-219231.94730438298,-234326.9063935121,-173366.41882735255
60050,-721457.2744426206,-219231.94730436726,-234326.90639351326,-173366.4188273525
04001,-670940.5370167998,-204381.226993442,-230287.502166772,-150099.18796663464
04003,-717151.3048048216,-215620.46920830643,-228751.58289990362,-168372.87978776955
04005,-690227.7904557873,-214081.42388454723,-231894.3776198849,-165382.82163135707
04007,11304714.673751816,-213535.4502596237,-176146.6923627239,-168660.8853166167
04009,-721456.8415925809,-219231.94930456494,-234326.92760567102,-173366.43318342135
04011,-702459.9079555686,-218877.45903240744,-231463.1008902208,-173298.76256190773
04012,-721457.8857536941,-218976.62816614268,-233756.34320633853,-173240.46052060608
04013,-721598.409440235,-94654.18640581789,-34204.4917291073,-171423.18933923068
04015,-721449.1934988749,-219177.97936576811,-234064.99050047025,-173311.95530712145
04017,-632746.866387663,-207012.6371966501,-228388.17511987258,-149896.2017325778
04019,-716121.0902745503,-216428.25234797914,-230873.22933579763,-166563.01021545485
04021,1217449.9589340824,648769.5123305111,-237678.26342740247,-154331.1411621399
04023,-721462.7070187905,-219229.7243621054,-234223.71033356772,-173254.60826889687
04025,342803.78509577183,-218562.87267297663,-233312.99324134405,-172308.3497994697
04027,-721458.232254157,-219230.419320266,-234296.65563780873,-173352.00789294785
06001,-720652.0505177646,-19222.876090928756,-226711.38088879542,-171376.53716849495
06003,-721457.2744425997,-219231.94730440088,-234326.90639351477,-173366.41882735267
06005,-721465.5338004358,-208987.61003413863,-234471.68492436467,-173276.69802233894
06007,-721455.8591788278,-219224.88783651503,-234311.80977050005,-173362.8879219211
06009,-721457.2744427618,-219231.94730438676,-234326.90639351355,-173366.41882735217
06011,-721457.563798634,-219210.73831257704,-234177.855763292,-173344.99304454422
06013,-721124.6153135897,-166774.4231773189,31675.90123742313,-125925.06055154502
06015,-721457.2744461715,-219231.94721680047,-234326.90530353854,-173366.4188242542
06017,-721457.274442263,-219231.94730414776,-234326.90639235717,-173366.41882732336
06019,-721462.037352594,-218223.62135590904,-233204.19456090563,-173349.76339788857
06021,-721477.1888495304,-217850.26439683358,-212196.3675474603,-173666.91418563324
06023,-721540.7388306557,-172486.048590566,-227942.73608227633,-165178.37475537378
06025,-691748.1368206358,-217193.25924562334,-229608.52896547935,-173586.39747209518
