components,explain,discrete
347,0.999999999976742,1.5946058406567939e-12
348,0.9999999999783303,1.5882887923823063e-12
349,0.9999999999798554,1.5251306239685853e-12
350,0.9999999999812782,1.4227102701927408e-12
351,0.9999999999825611,1.2829124295081558e-12
352,0.9999999999835778,1.0167320395296811e-12
353,0.9999999999845786,1.0007769445065156e-12
354,0.9999999999854808,9.022518245939186e-13
355,0.9999999999863236,8.427488919797212e-13
356,0.9999999999871293,8.057299359324895e-13
357,0.9999999999879089,7.796108993029132e-13
358,0.9999999999886503,7.41452868890052e-13
359,0.9999999999893631,7.127794266623887e-13
360,0.9999999999900251,6.619930481155085e-13
361,0.9999999999906716,6.464922767629685e-13
362,0.999999999991302,6.304360796945859e-13
363,0.9999999999919102,6.082537192929234e-13
364,0.9999999999924989,5.886780827689909e-13
365,0.999999999993007,5.081931434301725e-13
366,0.9999999999935114,5.043191301135002e-13
367,0.9999999999939942,4.827994064665141e-13
368,0.9999999999944399,4.4566064778722816e-13
369,0.9999999999948631,4.2322259445876794e-13
370,0.9999999999952511,3.8798390698448106e-13
371,0.9999999999955929,3.4171194497729533e-13
372,0.9999999999959087,3.158797135445124e-13
373,0.9999999999962137,3.050195836823559e-13
374,0.9999999999965111,2.974411990834699e-13
375,0.9999999999967898,2.7865672186985897e-13
376,0.9999999999970548,2.6501840966794973e-13
377,0.9999999999973099,2.551652631066088e-13
378,0.9999999999975573,2.4734825671435433e-13
379,0.9999999999977941,2.3681756852527274e-13
380,0.9999999999980047,2.1058553916169419e-13
381,0.9999999999982032,1.9853810347268596e-13
382,0.9999999999983791,1.7591320553762027e-13
383,0.999999999998551,1.7195417285172456e-13
384,0.9999999999987073,1.562600973504007e-13
385,0.9999999999988466,1.393290479546253e-13
386,0.9999999999989745,1.2786170645572457e-13
387,0.9999999999990916,1.171666055672062e-13
388,0.9999999999992024,1.107756327982443e-13
389,0.9999999999992965,9.40419175346778e-14
390,0.9999999999993728,7.637963396282463e-14
391,0.9999999999994432,7.043099425868428e-14
392,0.9999999999994996,5.6373238856648715e-14
393,0.9999999999995554,5.57210069741346e-14
394,0.9999999999995999,4.447931772538399e-14
395,0.9999999999996415,4.1646602230813226e-14
396,0.9999999999996793,3.7698965035546164e-14
397,0.9999999999997085,2.91741442064039e-14
398,0.9999999999997371,2.86956559773721e-14
399,0.9999999999997644,2.7259619649530444e-14
400,0.9999999999997913,2.6867836597140444e-14
401,0.9999999999998135,2.215509364886597e-14
402,0.9999999999998334,1.9823916738675057e-14
403,0.9999999999998487,1.5370231684626295e-14
404,0.9999999999998626,1.384983545472507e-14
405,0.9999999999998754,1.2848521311615694e-14
406,0.9999999999998868,1.1279536830190942e-14
407,0.9999999999998979,1.112080706797084e-14
408,0.9999999999999084,1.05193385663377e-14
409,0.9999999999999182,9.750932252641957e-15
410,0.9999999999999263,8.127604647735114e-15
411,0.9999999999999342,7.910079700065973e-15
412,0.9999999999999417,7.553845419934621e-15
413,0.9999999999999487,7.02566827318682e-15
414,0.9999999999999549,6.2718386119499545e-15
415,0.9999999999999597,4.726063555873364e-15
416,0.9999999999999644,4.614577005726434e-15
417,0.9999999999999684,4.048346774836729e-15
418,0.9999999999999715,3.102786320475049e-15
419,0.9999999999999744,2.9044504047463513e-15
420,0.9999999999999771,2.75465380214679e-15
421,0.9999999999999798,2.6572527893721825e-15
422,0.9999999999999821,2.321650045042782e-15
423,0.9999999999999843,2.189868964000689e-15
424,0.999999999999986,1.691437535418962e-15
425,0.9999999999999877,1.6299477922880015e-15
426,0.9999999999999892,1.4988192468288126e-15
427,0.9999999999999905,1.1890799032573008e-15
428,0.9999999999999916,1.0928191682954994e-15
429,0.9999999999999926,9.948788711104686e-16
430,0.9999999999999933,8.136272282549913e-16
431,0.9999999999999941,7.485764223862096e-16
432,0.9999999999999948,6.870960427541515e-16
433,0.9999999999999954,6.297353079965233e-16
434,0.999999999999996,5.615791622721976e-16
435,0.9999999999999966,5.165132745008245e-16
436,0.9999999999999969,3.789608720036005e-16
437,0.9999999999999972,3.1584769593499277e-16
438,0.9999999999999976,2.852862435770428e-16
439,0.9999999999999978,2.426178792573987e-16
440,0.999999999999998,2.341451226681433e-16
441,0.9999999999999982,2.0752598936174862e-16
442,0.9999999999999984,1.9180247178232043e-16
443,0.9999999999999987,1.825735774535591e-16
444,0.9999999999999989,1.6750601338223616e-16
445,0.999999999999999,1.555967107951172e-16
446,0.9999999999999991,1.4146887175409865e-16
447,0.9999999999999992,1.344983161328751e-16
448,0.9999999999999993,1.162074725863543e-16
449,0.9999999999999994,1.0268791348244275e-16
450,0.9999999999999996,9.635390107235505e-17
451,0.9999999999999997,5.976087416973923e-17
452,0.9999999999999997,5.2768237240041355e-17
453,0.9999999999999997,4.6159167727658327e-17
454,0.9999999999999997,3.6017929012509084e-17
455,0.9999999999999997,2.712559777316637e-17
456,0.9999999999999997,2.4835701506870762e-17
457,0.9999999999999997,2.227534022243718e-17
458,0.9999999999999997,2.1622502188668435e-17
459,0.9999999999999997,1.587332310622788e-17
460,0.9999999999999997,1.3922057124736192e-17
461,0.9999999999999997,1.1646477244083965e-17
462,0.9999999999999997,9.597127387604273e-18
463,0.9999999999999997,5.768081972636319e-18
464,0.9999999999999997,5.565895331797337e-18
465,0.9999999999999997,4.497991307729745e-18
466,0.9999999999999997,2.7170938694020767e-18
467,0.9999999999999997,2.438468813800283e-18
468,0.9999999999999997,1.0508747743545177e-18
469,0.9999999999999997,9.210264311913361e-19
470,0.9999999999999997,6.542366867834532e-19
471,0.9999999999999997,5.050657206194209e-19
472,0.9999999999999997,4.520321495202673e-19
473,0.9999999999999997,1.7304360177004521e-19
474,0.9999999999999997,1.0471449091307436e-19
475,0.9999999999999997,3.911368766684444e-20
476,0.9999999999999997,3.787716523992461e-20
477,0.9999999999999997,2.6205426566637186e-20
478,0.9999999999999997,1.8879980704873773e-20
479,0.9999999999999997,1.6418890401732796e-20
480,0.9999999999999997,1.1577126015549852e-20
481,0.9999999999999997,4.842555960553281e-21
482,0.9999999999999997,2.424598233872551e-21
483,0.9999999999999997,1.6471694196846458e-21
484,0.9999999999999997,1.5537431240794958e-21
485,0.9999999999999997,6.189096995124222e-22
486,0.9999999999999997,3.6458309740441335e-22
487,0.9999999999999997,2.1021660463182176e-22
488,0.9999999999999997,9.89393019023984e-24
489,0.9999999999999997,4.848931343479649e-24
490,0.9999999999999997,3.654139434956112e-24
491,0.9999999999999997,5.828399564513185e-25
492,0.9999999999999997,5.29648237024467e-25
493,0.9999999999999997,6.098412664239221e-26
494,0.9999999999999997,2.4444232136934268e-26
495,0.9999999999999997,1.1070098378816239e-29
496,0.9999999999999997,2.1360135034458954e-32
497,0.9999999999999997,5.6655886781821724e-33
498,0.9999999999999997,5.6655886781821724e-33
499,0.9999999999999997,5.6655886781821724e-33
500,0.9999999999999997,5.6655886781821724e-33
501,0.9999999999999997,5.6655886781821724e-33
502,0.9999999999999997,5.6655886781821724e-33
503,0.9999999999999997,5.6655886781821724e-33
504,0.9999999999999997,5.6655886781821724e-33
505,0.9999999999999997,5.6655886781821724e-33
506,0.9999999999999997,5.6655886781821724e-33
507,0.9999999999999997,5.6655886781821724e-33
508,0.9999999999999997,5.6655886781821724e-33
509,0.9999999999999997,5.6655886781821724e-33
510,0.9999999999999997,5.6655886781821724e-33
511,0.9999999999999997,5.6655886781821724e-33
512,0.9999999999999997,5.6655886781821724e-33
513,0.9999999999999997,5.6655886781821724e-33
514,0.9999999999999997,5.6655886781821724e-33
515,0.9999999999999997,5.6655886781821724e-33
516,0.9999999999999997,5.6655886781821724e-33
517,0.9999999999999997,5.6655886781821724e-33
518,0.9999999999999997,5.6655886781821724e-33
519,0.9999999999999997,5.6655886781821724e-33
520,0.9999999999999997,5.6655886781821724e-33
521,0.9999999999999997,5.6655886781821724e-33
522,0.9999999999999997,5.6655886781821724e-33
523,0.9999999999999997,5.6655886781821724e-33
524,0.9999999999999997,5.6655886781821724e-33
525,0.9999999999999997,5.6655886781821724e-33
526,0.9999999999999997,5.6655886781821724e-33
527,0.9999999999999997,5.6655886781821724e-33
528,0.9999999999999997,5.6655886781821724e-33
529,0.9999999999999997,5.6655886781821724e-33
530,0.9999999999999997,5.6655886781821724e-33
531,0.9999999999999997,5.6655886781821724e-33
532,0.9999999999999997,5.6655886781821724e-33
533,0.9999999999999997,5.6655886781821724e-33
534,0.9999999999999997,5.6655886781821724e-33
535,0.9999999999999997,5.6655886781821724e-33
536,0.9999999999999997,5.6655886781821724e-33
537,0.9999999999999997,5.6655886781821724e-33
538,0.9999999999999997,5.6655886781821724e-33
539,0.9999999999999997,5.6655886781821724e-33
540,0.9999999999999997,5.6655886781821724e-33
541,0.9999999999999997,5.6655886781821724e-33
542,0.9999999999999997,5.6655886781821724e-33
543,0.9999999999999997,5.6655886781821724e-33
544,0.9999999999999997,5.6655886781821724e-33
545,0.9999999999999997,5.6655886781821724e-33
546,0.9999999999999997,5.6655886781821724e-33
547,0.9999999999999997,5.6655886781821724e-33
548,0.9999999999999997,5.6655886781821724e-33
549,0.9999999999999997,5.6655886781821724e-33
550,0.9999999999999997,5.6655886781821724e-33
551,0.9999999999999997,5.6655886781821724e-33
552,0.9999999999999997,5.6655886781821724e-33
553,0.9999999999999997,5.6655886781821724e-33
554,0.9999999999999997,5.6655886781821724e-33
555,0.9999999999999997,5.6655886781821724e-33
556,0.9999999999999997,5.6655886781821724e-33
557,0.9999999999999997,5.6655886781821724e-33
558,0.9999999999999997,5.6655886781821724e-33
559,0.9999999999999997,5.6655886781821724e-33
560,0.9999999999999997,5.6655886781821724e-33
561,0.9999999999999997,5.6655886781821724e-33
562,0.9999999999999997,5.6655886781821724e-33
563,0.9999999999999997,5.6655886781821724e-33
564,0.9999999999999997,5.6655886781821724e-33
565,0.9999999999999997,5.6655886781821724e-33
566,0.9999999999999997,5.6655886781821724e-33
567,0.9999999999999997,5.6655886781821724e-33
568,0.9999999999999997,5.6655886781821724e-33
569,0.9999999999999997,5.6655886781821724e-33
570,0.9999999999999997,5.6655886781821724e-33
571,0.9999999999999997,5.6655886781821724e-33
572,0.9999999999999997,5.6655886781821724e-33
573,0.9999999999999997,5.6655886781821724e-33
574,0.9999999999999997,5.6655886781821724e-33
575,0.9999999999999997,5.6655886781821724e-33
576,0.9999999999999997,5.6655886781821724e-33
577,0.9999999999999997,5.6655886781821724e-33
578,0.9999999999999997,5.6655886781821724e-33
579,0.9999999999999997,5.6655886781821724e-33
580,0.9999999999999997,5.6655886781821724e-33
581,0.9999999999999997,5.6655886781821724e-33
582,0.9999999999999997,5.6655886781821724e-33
583,0.9999999999999997,5.6655886781821724e-33
584,0.9999999999999997,5.6655886781821724e-33
585,0.9999999999999997,5.6655886781821724e-33
586,0.9999999999999997,5.6655886781821724e-33
587,0.9999999999999997,5.6655886781821724e-33
588,0.9999999999999997,5.6655886781821724e-33
589,0.9999999999999997,5.6655886781821724e-33
590,0.9999999999999997,5.6655886781821724e-33
591,0.9999999999999997,5.6655886781821724e-33
592,0.9999999999999997,5.6655886781821724e-33
593,0.9999999999999997,5.6655886781821724e-33
594,0.9999999999999997,5.6655886781821724e-33
595,0.9999999999999997,5.6655886781821724e-33
596,0.9999999999999997,5.6655886781821724e-33
597,0.9999999999999997,5.6655886781821724e-33
598,0.9999999999999997,5.6655886781821724e-33
599,0.9999999999999997,5.6655886781821724e-33
600,0.9999999999999997,5.6655886781821724e-33
601,0.9999999999999997,5.6655886781821724e-33
602,0.9999999999999997,5.6655886781821724e-33
603,0.9999999999999997,5.6655886781821724e-33
604,0.9999999999999997,5.6655886781821724e-33
605,0.9999999999999997,5.6655886781821724e-33
606,0.9999999999999997,5.6655886781821724e-33
607,0.9999999999999997,5.6655886781821724e-33
608,0.9999999999999997,5.6655886781821724e-33
609,0.9999999999999997,5.6655886781821724e-33
610,0.9999999999999997,5.6655886781821724e-33
611,0.9999999999999997,5.6655886781821724e-33
612,0.9999999999999997,5.6655886781821724e-33
613,0.9999999999999997,5.6655886781821724e-33
614,0.9999999999999997,5.6655886781821724e-33
615,0.9999999999999997,5.6655886781821724e-33
616,0.9999999999999997,5.6655886781821724e-33
617,0.9999999999999997,5.6655886781821724e-33
618,0.9999999999999997,5.6655886781821724e-33
619,0.9999999999999997,5.6655886781821724e-33
620,0.9999999999999997,5.6655886781821724e-33
621,0.9999999999999997,5.6655886781821724e-33
622,0.9999999999999997,5.6655886781821724e-33
623,0.9999999999999997,5.6655886781821724e-33
