COUNTYGEOID,C01,C02,C03,C04
02013,-0.4079732079960986,-0.21491215773133013,0.7186578765413487,0.16565267153121352
02016,-0.09177724041091594,-0.08749394083720477,-0.11062317363709993,-0.114664658728308
02020,-0.1422141418633856,-0.06551309622970368,-0.1536464663541391,-0.06788132610051312
02050,0.028480530312184556,-0.10482632158703145,-0.06420477733235778,-0.07756736791266491
02060,0.1764382005924561,-0.10458559937267037,-0.03465141995769648,-0.025515855519701137
02068,-0.192712127711328,-0.0943543103285872,-0.2594004534809239,0.06686810706179819
02070,-0.09177724041092064,-0.08749394083720437,-0.11062317363706979,-0.1146646587282979
02090,-0.17923033376547168,-0.13024196235508895,-0.12773426318124384,-0.11169053962845879
02100,-0.09177724041092059,-0.08749394083721068,-0.11062317363707289,-0.11466465872830006
02105,-0.12203364793223087,-0.12821649670881238,-0.15356956311504394,-0.17720399938741985
02110,0.14095142776528335,-0.08961377158936042,-0.028781686812105144,-0.03740626875580661
02122,-0.4036531383981441,-0.190149620696499,0.7254931083181619,0.16459577211614673
02130,-0.31405245745038235,0.6296351026944217,-0.26346120385977656,0.36118650904362276
02150,-0.21949185148913372,-0.16854404728673522,0.09616487329486254,-0.09214630097719666
02158,-0.09177724041092063,-0.08749394083721272,-0.11062317363707229,-0.11466465872829934
02164,-0.09177724041092063,-0.08749394083721272,-0.11062317363707226,-0.11466465872829928
02170,-0.09177724041092063,-0.08749394083721268,-0.11062317363707229,-0.11466465872829931
02180,-0.09177724041092063,-0.08749394083721274,-0.11062317363707229,-0.11466465872829931
02185,-0.09177724041092063,-0.08749394083721274,-0.11062317363707229,-0.11466465872829935
02188,-0.13887921180209548,-0.12054615512578801,-0.1713549510322571,-0.11163658340867202
02195,-0.09177724041092061,-0.08749394083721278,-0.1106231736370723,-0.11466465872829934
02198,-0.09177724041092063,-0.08749394083721274,-0.11062317363707229,-0.11466465872829931
02220,-0.24529761296388874,0.7073220179978649,0.14327609610695963,-0.09764561669959325
02230,-0.09177724041092063,-0.08749394083721274,-0.11062317363707226,-0.11466465872829927
02240,-0.09177724041092064,-0.08749394083721274,-0.11062317363707226,-0.11466465872829928
02261,0.08890670909016285,-0.10631256793809826,-0.04824807929856352,-0.05572926128406985
02275,-0.09177724041092063,-0.08749394083721274,-0.11062317363707229,-0.11466465872829928
02282,-0.09177724041092063,-0.08749394083721274,-0.11062317363707229,-0.11466465872829935
02290,-0.10653194916550444,-0.09900125569154074,-0.13666545412825726,-0.11392156346124943
01001,-0.299513309085131,0.7985086578864234,0.0051701475697088686,0.08360164277120176
01003,0.5625883983578343,0.33661757532613823,0.10960876681465691,0.04372028158125982
