COUNTYGEOID,000319846,N078,000108907,000098828,000075343,000067721,001634044,000087865,000079016
02013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02020,0.0,0.0,0.0,362.8920396948,0.0,0.0,0.0,0.0,0.0
02050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02090,0.0,18412.67507541,0.0,1408.4360603158996,0.0,0.0,3402.39636737,0.0,0.0
02100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02110,0.0,0.0,0.0,9.570799007,0.0,0.0,0.0,0.0,0.0
02122,0.0,0.0,0.0,1655.884305922,0.0,0.0,2074.73150038,0.0,0.0
02130,0.0,0.0,0.0,7.665711053000001,0.0,0.0,0.0,0.0,0.0
02150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02188,0.0,7667382.164401783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19457434000001,0.0
01005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01007,0.0,0.0,0.0,0.0,0.0,0.0,64.41011654,17123.111967499994,0.0
01009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01015,0.0,0.0,3.17514659,49689.89654480389,0.0,0.90718474,0.0,0.0,689850.4918382001
01017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01027,0.0,0.0,0.0,701.70739639,0.0,0.0,292.5670786500001,0.0,0.0
01029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01033,0.0,0.0,0.0,372849.75299341,0.0,0.0,0.0,0.0,0.0
01035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01043,0.0,0.0,0.0,371.03855866,0.0,0.0,252.19735772,0.0,236654.56156958
01045,0.0,0.0,8836.88655234,0.0,0.0,0.0,0.0,0.0,0.0
01047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.8875160599994,0.0
01055,0.0,0.0,0.0,71.66759446,0.0,0.0,0.0,0.0,1298171.8375002302
01057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01059,0.0,0.0,0.0,0.0,0.0,0.0,954.8119388500003,0.0,70150.78157472001
01061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49704.69726383701
01071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367364.00687063
01073,0.0,3352.3742008064,30821.601541500004,13536.103505540004,0.0,0.0,7232.53033965,0.0,176610.13551311902
01075,0.0,26.76194983,0.0,0.0,0.0,0.0,0.0,70.76040972,35869.63102723
01077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36960.97426945
01079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533963.04126319
01083,0.0,0.0,0.0,18888.738411419803,0.0,0.0,0.0,0.0,0.0
01085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
